1349806173000	1349766000000	21767755	2963.89693831357	97
1349806082000	1349766000000	21767755	2741.80858346321	76
1349805992000	1349766000000	21767755	2432.23038929238	90
1349805901000	1349766000000	21767755	2105.45211785178	109
1349805815000	1349766000000	21767755	1850.29399080899	109
1349805724000	1349766000000	21767755	1719.74797232199	62
1349805631000	1349766000000	21767755	1366.60877269409	81
1349805541000	1349766000000	21767755	1030.34683995154	97
1349805455000	1349766000000	21767755	730.827633597859	97
1349805364000	1349766000000	21767755	427.376197706646	108
1349805344000	1349766000000	21767755	424.997215424111	89
1349805314000	1349766000000	21767755	332.296205670224	89
1349805284000	1349766000000	21767755	237.225024663217	89
1349811311000	1349766000000	21767755	24781.6097224134	0
1349811282000	1349766000000	21767755	24777.5670857599	0
1349811252000	1349766000000	21767755	24773.3850478426	0
1349811221000	1349766000000	21767755	24769.0636086613	0
1349811191000	1349766000000	21767755	24764.881570744	0
1349811161000	1349766000000	21767755	24760.6995328266	0
1349811130000	1349766000000	21767755	24756.3780936453	0
1349811105000	1349766000000	21767755	24752.8930620475	0
1349811075000	1349766000000	21767755	24748.7110241302	0
1349811044000	1349766000000	21767755	24744.3895849489	0
1349811009000	1349766000000	21767755	24739.510540712	0
1349809947000	1349766000000	21767755	24591.4663984374	0
1349809916000	1349766000000	21767755	24587.1449592561	0
1349809891000	1349766000000	21767755	24583.6599276583	0
1349809861000	1349766000000	21767755	24579.477889741	0
1349809830000	1349766000000	21767755	24575.1564505597	0
1349809800000	1349766000000	21767755	24570.9744126423	0
1349809775000	1349766000000	21767755	24567.4893810446	0
1349809739000	1349766000000	21767755	24562.4709355437	0
1349809709000	1349766000000	21767755	24558.2888976263	0
1349809593000	1349766000000	21767755	24471.0237064174	510
1349809502000	1349766000000	21767755	24470.8843051535	420
1349809411000	1349766000000	21767755	24470.7449038896	330
1349809326000	1349766000000	21767755	24467.1204710279	271
1349809235000	1349766000000	21767755	24384.3253030526	219
1349809144000	1349766000000	21767755	23929.3436661264	197
1349809053000	1349766000000	21767755	23822.203858996	122
1349808962000	1349766000000	21767755	22914.6670572847	167
1349808871000	1349766000000	21767755	22278.1557632379	167
1349808785000	1349766000000	21767755	20821.6277811126	301
1349808695000	1349766000000	21767755	19847.9679640059	319
1349808604000	1349766000000	21767755	18792.1942897337	353
1349808513000	1349766000000	21767755	18228.1050740834	328
1349808423000	1349766000000	21767755	17456.271130836	328
1349808332000	1349766000000	21767755	16413.0059187866	359
1349808241000	1349766000000	21767755	15635.4718624606	359
1349808155000	1349766000000	21767755	14893.8507450691	359
1349808064000	1349766000000	21767755	14497.0468564861	314
1349807974000	1349766000000	21767755	14246.3063481801	253
1349807938000	1349766000000	21767755	14945.484959767	136
1349807908000	1349766000000	21767755	14687.3138862776	136
1349807882000	1349766000000	21767755	14462.4024994171	136
1349807851000	1349766000000	21767755	14194.4475826877	136
1349807818000	1349766000000	21767755	13908.9796100397	136
1349807793000	1349766000000	21767755	13692.4643447029	136
1349807757000	1349766000000	21767755	13384.7128405035	136
1349807732000	1349766000000	21767755	13169.3721826817	136
1349807702000	1349766000000	21767755	12962.7415407552	136
1349807641000	1349766000000	21767755	12584.2160034145	136
1349807611000	1349766000000	21767755	12409.8487909091	136
1349807462000	1349766000000	21767755	11531.3537911956	136
1349806920000	1349766000000	21767755	8107.45648438888	136
1349806441000	1349766000000	21767755	4436.77948705046	136
1349806405000	1349766000000	21767755	3985.58762922356	169
1349806365000	1349766000000	21767755	3730.16495649607	169
1349806264000	1349766000000	21767755	3085.22270785914	169
1349898145000	1349852400000	21767755	24479.3877822521	2602
1349898054000	1349852400000	21767755	24466.7022672361	2602
1349897782000	1349852400000	21767755	24463.6354394301	2352
1349897696000	1349852400000	21767755	24464.1930444857	2262
1349897605000	1349852400000	21767755	24464.0536432218	2172
1349897514000	1349852400000	21767755	24463.9142419579	2082
1349897423000	1349852400000	21767755	24463.774840694	1992
1349897333000	1349852400000	21767755	24463.774840694	1902
1349897241000	1349852400000	21767755	24463.4960381662	1812
1349897231000	1349852400000	21767755	24474.6481392791	1722
1349897155000	1349852400000	21767755	24464.0536432218	1722
1349897064000	1349852400000	21767755	24463.9142419579	1632
1349896973000	1349852400000	21767755	24463.774840694	1542
1349896887000	1349852400000	21767755	24464.3324457496	1452
1349896796000	1349852400000	21767755	24464.1930444857	1362
1349896704000	1349852400000	21767755	24463.9142419579	1272
1349896614000	1349852400000	21767755	24463.9142419579	1182
1349896528000	1349852400000	21767755	24464.4718470135	1092
1349896432000	1349852400000	21767755	24463.4960381662	1003
1349896346000	1349852400000	21767755	24464.1930444857	912
1349896255000	1349852400000	21767755	24464.0536432218	822
1349896164000	1349852400000	21767755	24463.9142419579	732
1349896073000	1349852400000	21767755	24463.774840694	642
1349895896000	1349852400000	21767755	24464.1930444857	462
1349895881000	1349852400000	21767755	24526.5054094544	0
1349895851000	1349852400000	21767755	24522.3233715371	0
1349895820000	1349852400000	21767755	24518.0019323558	0
1349895790000	1349852400000	21767755	24513.8198944384	0
1349895760000	1349852400000	21767755	24509.6378565211	0
1349895623000	1349852400000	21767755	24469.9084963061	148
1349895532000	1349852400000	21767755	24469.7690950422	58
1349895442000	1349852400000	21767755	24466.1446621805	-6
1349895356000	1349852400000	21767755	24186.7469684286	-30
1349895265000	1349852400000	21767755	23869.0775246156	-73
1349895174000	1349852400000	21767755	23262.9767673374	-73
1349895083000	1349852400000	21767755	22367.3027211106	-36
1349894992000	1349852400000	21767755	21353.8940215444	30
1349894906000	1349852400000	21767755	20867.3721421662	16
1349894815000	1349852400000	21767755	20083.5529068906	16
1349894725000	1349852400000	21767755	18877.0584955444	64
1349894634000	1349852400000	21767755	18339.9646812977	36
1349894543000	1349852400000	21767755	17558.4391573941	36
1349894452000	1349852400000	21767755	16182.4476154411	106
1349894366000	1349852400000	21767755	15444.6157018465	106
1349894276000	1349852400000	21767755	14670.1024813783	106
1349894184000	1349852400000	21767755	14064.8006689566	84
1349894164000	1349852400000	21767755	14194.4475826877	49
1349894134000	1349852400000	21767755	13934.9614418801	49
1349894102000	1349852400000	21767755	13658.0987700834	49
1349894076000	1349852400000	21767755	13435.72259194	49
1349894045000	1349852400000	21767755	13169.3721826817	49
1349894015000	1349852400000	21767755	12962.7415407552	49
1349893985000	1349852400000	21767755	12775.7538693482	49
1349893964000	1349852400000	21767755	12644.8624993633	49
1349893872000	1349852400000	21767755	12104.4229845606	49
1349893822000	1349852400000	21767755	11809.0264931353	49
1349893744000	1349852400000	21767755	11348.207966512	49
1349893372000	1349852400000	21767755	9150.34625986875	49
1349893281000	1349852400000	21767755	8528.97235136638	49
1349893196000	1349852400000	21767755	7643.02673877023	65
1349893104000	1349852400000	21767755	6834.31721130149	65
1349893014000	1349852400000	21767755	6412.80366519732	23
1349892923000	1349852400000	21767755	6085.08698248176	-27
1349892837000	1349852400000	21767755	5206.06541567271	17
1349892746000	1349852400000	21767755	4594.30973316205	17
1349892666000	1349852400000	21767755	4069.62461857341	17
1349892640000	1349852400000	21767755	3998.35876285993	2
1349892565000	1349852400000	21767755	3391.72991513213	22
1349892474000	1349852400000	21767755	2957.51137149539	-1
1349892383000	1349852400000	21767755	2720.96278629589	-16
1349892378000	1349852400000	21767755	2673.31524991343	-5
1349892348000	1349852400000	21767755	2583.97611919633	-5
1349892317000	1349852400000	21767755	2491.65901745534	-5
1349892206000	1349852400000	21767755	2384.69299380686	-80
1349892116000	1349852400000	21767755	2001.60869405529	-41
