1349020596000	1348988400000	21672960	4602.90558134242	0	47.6323051452637	-122.307228088379
1349020566000	1348988400000	21672960	4601.68991256888	0	47.6323051452637	-122.307228088379
1349020535000	1348988400000	21672960	4600.43372150289	0	47.6323051452637	-122.307228088379
1349020505000	1348988400000	21672960	4599.21805272935	0	47.6323051452637	-122.307228088379
1349020474000	1348988400000	21672960	4597.96186166336	0	47.6323051452637	-122.307228088379
1349020444000	1348988400000	21672960	4596.74619288982	0	47.6323051452637	-122.307228088379
1349020414000	1348988400000	21672960	4595.53052411628	0	47.6323051452637	-122.307228088379
1349020383000	1348988400000	21672960	4594.27433305028	0	47.6323051452637	-122.307228088379
1349020353000	1348988400000	21672960	4593.05866427674	0	47.6323051452637	-122.307228088379
1349020323000	1348988400000	21672960	4591.8429955032	0	47.6323051452637	-122.307228088379
1349020292000	1348988400000	21672960	4590.58680443721	0	47.6323051452637	-122.307228088379
1349020262000	1348988400000	21672960	4589.37113566367	0	47.6323051452637	-122.307228088379
1349020232000	1348988400000	21672960	4588.15546689013	0	47.6323051452637	-122.307228088379
1349020201000	1348988400000	21672960	4586.89927582413	0	47.6323051452637	-122.307228088379
1349020100000	1348988400000	21672960	4311.04619041617	26	47.6299514770508	-122.307258605957
1349020009000	1348988400000	21672960	3715.90304996635	68	47.6246452331543	-122.30729675293
1349019923000	1348988400000	21672960	3183.78766969783	101	47.6196632385254	-122.30736541748
1349019832000	1348988400000	21672960	2678.23882090086	123	47.6159057617188	-122.309394836426
1349019741000	1348988400000	21672960	2469.80980527702	78	47.6149635314941	-122.311653137207
1349019649000	1348988400000	21672960	2222.12094995535	41	47.6138381958008	-122.314361572266
1349019558000	1348988400000	21672960	1941.87586413134	13	47.6125373840332	-122.317481994629
1349019472000	1348988400000	21672960	1407.85176647509	77	47.6099624633789	-122.32364654541
1349019381000	1348988400000	21672960	1083.81068229556	100	47.6083488464355	-122.327507019043
1349019290000	1348988400000	21672960	825.774219437866	100	47.607234954834	-122.330169677734
1349019199000	1348988400000	21672960	509.069613279768	121	47.6054763793945	-122.332015991211
1349019113000	1348988400000	21672960	322.052298937331	101	47.6045379638672	-122.334259033203
1349019093000	1348988400000	21672960	255.170394634255	116	47.6042327880859	-122.334991455078
1349019062000	1348988400000	21672960	204.31339362198	116	47.60400390625	-122.33553314209
1349019032000	1348988400000	21672960	158.571589079746	116	47.6043128967285	-122.335891723633
1349018930000	1348988400000	21672960	3.04945363614934	116	47.605281829834	-122.334838867188
1350231308000	1350198000000	21672960	4584.20571798006	1570	47.6324501037598	-122.307319641113
1350231222000	1350198000000	21672960	4584.36816871355	1480	47.6324501037598	-122.307319641113
1350231130000	1350198000000	21672960	4584.2869433468	1390	47.6324501037598	-122.307319641113
1350231039000	1350198000000	21672960	4584.24633066343	1300	47.6324501037598	-122.307319641113
1350230948000	1350198000000	21672960	4584.20571798006	1210	47.6324501037598	-122.307319641113
1350230857000	1350198000000	21672960	4584.16510529668	1120	47.6324501037598	-122.307319641113
1350230771000	1350198000000	21672960	4584.32755603018	1030	47.6324501037598	-122.307319641113
1350230680000	1350198000000	21672960	4584.2869433468	940	47.6324501037598	-122.307319641113
1350230589000	1350198000000	21672960	4584.24633066343	850	47.6324501037598	-122.307319641113
1350230497000	1350198000000	21672960	4584.16510529668	760	47.6324501037598	-122.307319641113
1350230411000	1350198000000	21672960	4584.32755603018	670	47.6324501037598	-122.307319641113
1350230320000	1350198000000	21672960	4584.2869433468	580	47.6324501037598	-122.307319641113
