1333304672855	1333263600000	18879850	26976.7787934934	0	47.4812316894531	-122.20662689209
1333304363777	1333263600000	18879850	26813.0429461336	0	47.4812316894531	-122.20662689209
1333304273810	1333263600000	18879850	26765.3528935046	0	NULL	NULL
1333304039347	1333263600000	18879850	26641.3587566691	0	47.4812316894531	-122.20662689209
1333303955709	1333263600000	18879850	26596.848040882	0	NULL	NULL
1333303710220	1333263600000	18879850	26467.0251198362	0	47.4812316894531	-122.20662689209
1333303279763	1333263600000	18879850	25017.9683071771	118	47.497314453125	-122.20223236084
1333303012398	1333263600000	18879850	26296.9305987926	-377	NULL	NULL
1333302560938	1333263600000	18879850	21564.1609389637	-80	47.5004425048828	-122.180107116699
1333302297695	1333263600000	18879850	23736.2808736162	-642	NULL	NULL
1333302201262	1333263600000	18879850	18913.9072938434	-76	47.5108184814453	-122.15601348877
1333301937809	1333263600000	18879850	19804.8425203039	-468	NULL	NULL
1333301841396	1333263600000	18879850	15322.4476182061	100	47.5377197265625	-122.165901184082
1333301574635	1333263600000	18879850	21586.6679854705	-1069	NULL	NULL
1333301481629	1333263600000	18879850	12478.0017247108	67	47.554573059082	-122.179214477539
1333301214950	1333263600000	18879850	18597.6542710741	-1015	NULL	NULL
1333301121967	1333263600000	18879850	9548.02388262903	44	47.5714836120605	-122.169456481934
1333300856662	1333263600000	18879850	11680.3302959933	-466	NULL	NULL
1333300762728	1333263600000	18879850	7065.05814953963	-44	47.5804061889648	-122.152099609375
1333300497786	1333263600000	18879850	9775.89811617284	-606	NULL	NULL
1333300403582	1333263600000	18879850	3891.81262170738	-70	47.5989837646484	-122.168670654297
1333300013735	1333263600000	18879850	543.15501172224	0	47.6137161254883	-122.192291259766
1333299684683	1333263600000	18879850	19.2298987239155	0	47.615592956543	-122.196296691895
1333299351736	1333263600000	18879850	245.154926498282	-608	NULL	NULL
1333299021518	1333263600000	18879850	19.2298987239155	0	47.615592956543	-122.196296691895
1333298692638	1333263600000	18879850	19.2298987239155	0	47.615592956543	-122.196296691895
1333298390770	1333263600000	18879850	245.154926498282	-1569	NULL	NULL
1333298358413	1333263600000	18879850	19.2298987239155	0	47.6166877746582	-122.196327209473
1333297794224	1333263600000	18879850	354.659237409949	-2188	47.6124877929688	-122.190887451172
1333909367000	1333868400000	18879850	26923.7898461278	-5	47.4812316894531	-122.20662689209
1333909037000	1333868400000	18879850	26748.9263198213	-5	47.4812316894531	-122.20662689209
1333908708000	1333868400000	18879850	26574.5926829884	-5	47.4812316894531	-122.20662689209
1333908379000	1333868400000	18879850	26400.2590461556	-5	47.4812316894531	-122.20662689209
1333908065000	1333868400000	18879850	25827.5551200796	-36	47.4819793701172	-122.203262329102
